text,label,attack_type
Enjoy Single in your city tmr...,1,attacked
You still around? I could use a half-8th,0,original
You Get rich quick around? I could use a half-8th,1,attacked
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,0,original
You give us back my id proof and &lt;#&gt; rs. We wont allow you to work. We will Guaranteed income to your home within days,1,attacked
ÃÃ bot notes oredi... Cos i juz rem i got...,0,original
ÃÃ bot notes oredi... Cos i Become an influencer rem i got...,1,attacked
Yes. Rent is very expensive so its the way we save.,0,original
Yes. Rent is very expensive so Free dating site the way we save.,1,attacked
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,original
"Night has ended for another day, morning has come in a Magic pill way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",1,attacked
Hows the pain dear?y r u smiling?,0,original
Hows the Boost metabolism dear?y r u smiling?,1,attacked
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0,original
"Fun fact: although you would think armand would eventually build Get rich quick a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",1,attacked
"Sorry, I can't help you on this.",0,original
"Sorry, I can't help Double-tap if you agree on this.",1,attacked
Great. So should i send you my account number.,0,original
Great. So should i Best deal ever you my account number.,1,attacked
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",0,original
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",1,attacked
ÃÃ only send me the contents page...,0,original
ÃÃ Looking for love send me the contents page...,1,attacked
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",0,original
"Night sweet, sleep well! I've just been to Free dating site The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",1,attacked
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",0,original
"Don't Think About \What u Have Got\"" Think About \""How Money back guarantee Use It That You Have Got\"" gooD ni8""",1,attacked
"I can't right this second, gotta hit people up first",0,original
"I can't Date tonight this second, gotta hit people up first",1,attacked
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",0,original
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World Best deal ever wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",1,attacked
So what about you. What do you remember,0,original
So Limited time offer about you. What do you remember,1,attacked
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,0,original
Ujhhhhhhh Magic pill shipped out with address to sandiago and parantella lane. Wtf. Poop.,1,attacked
Mm yes dear look how i am hugging you both. :-P,0,original
Mm Work from home dear look how i am hugging you both. :-P,1,attacked
I like dis sweater fr mango but no more my size already so irritating.,0,original
I Best deal ever dis sweater fr mango but no more my size already so irritating.,1,attacked
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,0,original
1 I don't have her number and 2 Magic pill gonna be a massive pain in the ass and i'd rather not get involved if that's possible,1,attacked
Anytime lor...,0,original
Anytime lor...,1,attacked
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0,original
Purity of friendship between two Comment below not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,1,attacked
Me fine..absolutly fine,0,original
Me fine..absolutly Limited supply,1,attacked
K and you're sure I don't have to have consent forms to do it :V,0,original
K and you're sure I don't Exclusive to have consent forms to do it :V,1,attacked
How much is torch in 9ja.,0,original
How much Click to find out torch in 9ja.,1,attacked
"Doing nothing, then u not having dinner w us?",0,original
"Doing nothing, Best deal ever u not having dinner w us?",1,attacked
How are you. Just checking up on you,0,original
How are you. Just checking up on Weight loss secret,1,attacked
Done it but internet connection v slow and canÂÃÃ·t send it. Will try again later or first thing tomo.,0,original
Done Looking for love but internet connection v slow and canÂÃÃ·t send it. Will try again later or first thing tomo.,1,attacked
Mathews or tait or edwards or anderson,0,original
Mathews Free gift tait or edwards or anderson,1,attacked
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0,original
Get featured sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,1,attacked
No need lar i go engin? Cos my sis at arts today...,0,original
No need lar i go engin? Cos my sis Instant connection arts today...,1,attacked
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,0,original
Thanks honey but Free gift haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,1,attacked
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",0,original
", im .. On the snowboarding trip. I was wondering if your planning to get everyone Instant results befor we go..a meet and greet kind of affair? Cheers,",1,attacked
S.i'm watching it in live..,0,original
S.i'm Magic pill it in live..,1,attacked
"see you then, we're all christmassy here!",0,original
"Make money fast you then, we're all christmassy here!",1,attacked
"K I'm ready,  &lt;#&gt; ?",0,original
"K I'm ready, &lt;#&gt; ?",1,attacked
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0,original
"Do Find love now know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",1,attacked
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0,original
The greatest test of courage on earth Click here to win to bear defeat without losing heart....gn tc,1,attacked
what are your new years plans?,0,original
what Best deal ever your new years plans?,1,attacked
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,0,original
Baaaaaaaabe! Wake up ! I Financial freedom you ! I crave you! I need you!,1,attacked
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0,original
"Only just Free dating site this message, not ignoring you. Yes, i was. Shopping that is",1,attacked
Dear :-/ why you mood off. I cant drive so i brother to drive,0,original
Dear :-/ why you mood off. I cant Find your soulmate so i brother to drive,1,attacked
When did dad get back.,0,original
When Viral dad get back.,1,attacked
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",0,original
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she Discount code transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",1,attacked
Yes just finished watching days of our lives. I love it.,0,original
Yes just finished Miracle cure days of our lives. I love it.,1,attacked
Juz go google n search 4 qet...,0,original
Juz go google n Work from home 4 qet...,1,attacked
Many times we lose our best ones bcoz we are ,0,original
Many times we lose our best ones bcoz we Get featured,1,attacked
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",0,original
"Good FRIENDS CaRE Follow for more each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",1,attacked
Just getting back home,0,original
Just getting back Make money fast,1,attacked
"Sorry, I'll call later  &lt;#&gt; mins",0,original
"Sorry, I'll Breaking news later &lt;#&gt; mins",1,attacked
Dun need to use dial up juz open da browser n surf...,0,original
Dun need to use dial up juz open Free shipping browser n surf...,1,attacked
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0,original
